alunoid,campus,curso,anoingresso,periodoingresso,dataconclusao,forma_acesso_seletivo,rendabruta,ira,modalidade,genero,raca,idade,ficou_tempo_sem_estudar,razao_ausencia_educacional,quantidade_computadores,exclusivo_rede_publica,companhia_domiciliar,mae_nivel_escolaridade,pai_nivel_escolaridade,quantidade_notebooks,estado_civil,qtd_filhos,tipo_area_residencial,trabalha,situacao,pontuacao_seletivo,percentual_frequencia,reprovacoes,idioma
83762,MTC,Engenharia Civil,2017,1,,CON,2000.0,8.62,Bacharelado,M,Parda,23,False,,0.0,False,Avó,Ensino superior completo,Não sei informar,1.0,Solteiro(a),0,Rural,Nunca trabalhou,Concludente,,95,0,False
102968,MTC,Engenharia Elétrica Industrial,2018,2,,COT,2400.0,8.03,Bacharelado,F,Parda,22,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Trabalho informal/Bico,Matriculado,,98,1,False
56098,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2014,2,,COT,0.0,7.32,Licenciatura,F,Parda,30,False,,0.0,False,Parentes,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),1,Urbano,Trabalha com vínculo empregatício,Evasão,,100,0,True
154293,COD,Licenciatura em Ciências Agrárias,2022,1,,CON,1212.0,0.0,Licenciatura,F,Parda,19,False,,0.0,False,Parentes,Ensino fundamental completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,92,0,False
139519,SRM,GRADUAÇÃO EM AGRONOMIA,2021,1,,COT,0.0,8.92,Bacharelado,F,Parda,17,False,,0.0,False,Amigo(s),Pós-gradução completa,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,99,0,True
69338,COD,Licenciatura em Ciências Agrárias,2016,1,,CON,333.0,7.47,Licenciatura,F,Preta,22,False,,0.0,False,Parentes,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Concludente,,99,0,False
96618,BDC,Curso de Bacharelado em Administração,2018,1,,COT,1000.0,8.04,Bacharelado,F,Parda,23,False,,0.0,False,Mãe,Ensino médio completo,Não Estudou,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,94,0,True
144409,CAX,Caxias - Licenciatura em Ciências Biológicas,2021,2,,CON,25.0,0.0,Licenciatura,F,Parda,20,False,,0.0,False,Pais,Ensino superior completo,Ensino superior completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Jubilado,,87,5,False
110481,SIN,Bacharelado em Engenharia da Computação,2019,1,,CON,1400.0,8.1,Bacharelado,M,Parda,20,False,,0.0,False,Amigo(s),Ensino superior completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Estágio ou bolsa,Matriculado,,99,1,False
120329,MAR,Licenciatura em Ciências Agrárias,2020,1,,CON,600.0,0.0,Licenciatura,F,Branca,21,False,,1.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Jubilado,,74,8,True
139576,MTC,Engenharia Mecânica Industrial,2021,1,,CON,1150.0,5.42,Bacharelado,F,Branca,21,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,98,4,True
113870,MTC,Licenciatura em Matemática,2019,1,,CON,5000.0,0.0,Licenciatura,M,Parda,43,False,,1.0,False,Cônjuge,Ensino superior completo,Ensino médio completo,1.0,Solteiro(a),1,Urbano,Serviço público,Jubilado,,65,6,False
82045,COD,Licenciatura em Química,2017,1,,,1900.0,8.13,Licenciatura,M,Parda,23,False,,1.0,False,Pais,Ensino fundamental completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,100,0,False
137251,MTC,Licenciatura em Matemática,2021,1,,CON,0.0,9.17,Licenciatura,F,Branca,20,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,União Estável,0,Urbano,Não está trabalhando,Matriculado,,95,0,False
139815,SIN,Santa Inês - Bacharelado em Administração - Noturno,2021,1,,CON,1600.0,8.85,Bacharelado,M,Preta,23,False,,,False,Mãe,Ensino médio completo,Ensino médio completo,,Solteiro(a),0,Urbano,Autônomo,Matriculado,,95,0,False
103718,CAX,Caxias - Licenciatura em Pedagogia,2018,2,,CON,950.0,0.33,Licenciatura,M,Parda,31,False,,0.0,False,Cônjuge,Não Estudou,Não Estudou,0.0,Casado(a),1,Rural,Serviço público,Jubilado,,97,7,False
81430,TMN,Curso de Licenciatura em Ciências Biológicas,2017,1,,CON,717.0,8.12,Licenciatura,F,Preta,24,False,,0.0,False,Pais,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,98,0,False
104891,SRM,Curso Licenciatura em Ciências Biológicas - São R. Mangabeiras,2019,1,,CON,3235.0,8.42,Licenciatura,F,Parda,36,False,,,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),1,Urbano,Serviço público,Matriculado,,91,0,False
114849,CAX,Caxias - Licenciatura em Ciências Biológicas,2019,2,,COT,1585.0,8.98,Licenciatura,M,Parda,22,False,,0.0,False,Outro,Ensino médio incompleto,Ensino médio incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,99,1,False
110507,BAC,Licenciatura Plena em Química (sisu),2019,1,,CON,400.0,8.1,Licenciatura,M,Parda,22,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,98,2,False
98157,MTC,Engenharia Civil,2018,1,,COT,1000.0,8.11,Bacharelado,M,Parda,23,False,,1.0,False,Mãe,Ensino médio incompleto,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Trancada,,97,2,True
68962,SIN,Santa Inês - Licenciatura em Física,2016,1,,CON,0.0,8.48,Licenciatura,M,Branca,23,False,,,False,Pais,Ensino médio completo,Ensino médio completo,,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,98,0,False
56062,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2014,2,2019-04-03,,880.0,8.47,Licenciatura,F,Preta,27,False,,0.0,False,Parentes,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),1,Urbano,Trabalha com vínculo empregatício,Formado,,100,0,True
31117,MTC,Engenharia Elétrica Industrial,2012,1,,COT,1200.0,4.63,Bacharelado,F,Branca,30,False,,0.0,False,Amigo(s),Ensino superior completo,Ensino superior completo,0.0,Solteiro(a),0,Urbano,Estágio ou bolsa,Matriculado,,95,0,True
99027,SJP,Bacharelado em Administração,2018,1,,COT,2220.0,8.27,Bacharelado,M,Preta,31,False,,0.0,False,Pais,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Não está trabalhando,Matriculado,,99,0,False
145145,ITZ,Bacharelado em Engenharia Elétrica  Imperatriz,2021,2,,COT,1830.0,8.88,Bacharelado,M,Parda,19,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
99028,SJP,Bacharelado em Administração,2018,1,,CON,500.0,8.87,Bacharelado,F,Branca,30,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),1,Urbano,Não está trabalhando,Matriculado,,98,0,False
113479,ACA,Licenciatura em Química,2019,1,,COT,10.0,5.88,Licenciatura,F,Parda,30,False,,0.0,False,Cônjuge,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,União Estável,0,Urbano,Não está trabalhando,Trancado Voluntariamente,,99,3,False
69683,CAX,Caxias - Bacharelado em Ciência da Computação,2016,1,,COT,2800.0,6.51,Bacharelado,M,Parda,25,False,,1.0,False,Mãe,Ensino médio completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Autônomo,Trancada,,94,7,False
102233,SJR,Graduação Tecnológica em Processos Gerenciais,2018,2,,COT,0.0,5.83,Tecnologia,M,Parda,32,False,,1.0,False,Pais,Pós-gradução completa,Ensino médio incompleto,0.0,Solteiro(a),0,Urbano,Empresa privada,Matriculado,,48,6,False
101913,BTC,Buriticupu - Licenciatura em Matemática Enem,2018,2,,CON,330.0,2.45,Licenciatura,M,Parda,22,False,,0.0,False,Pais,Ensino fundamental incompleto,Não Estudou,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,63,6,False
137506,PED,Licenciatura em Física,2021,1,,CON,33.0,0.0,Licenciatura,F,Branca,22,False,,0.0,False,Avó,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,100,0,False
74070,CAX,Caxias - Bacharelado em Ciência da Computação,2016,2,2019-12-17,CON,2100.0,8.41,Bacharelado,M,Parda,25,False,,1.0,False,Pais,Ensino médio completo,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,98,0,False
110639,ITZ,Licenciatura em Física - Imperatriz,2019,1,,COT,2900.0,0.0,Licenciatura,M,Parda,32,False,,0.0,False,Cônjuge,Pós-gradução completa,Ensino fundamental incompleto,1.0,Casado(a),2,Urbano,Serviço público,Jubilado,,76,8,False
82040,COD,Licenciatura em Química,2017,1,,COT,965.0,4.89,Licenciatura,M,Preta,23,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Trancada,,100,0,False
67869,MTC,Engenharia Elétrica Industrial,2016,1,2022-05-04,CON,0.0,7.28,Bacharelado,M,Parda,26,False,,,False,Pais,Pós-gradução completa,Pós-gradução completa,,Solteiro(a),0,Urbano,Não está trabalhando,Formado,,99,0,True
51215,COD,Bacharelado em Agronomia,2014,1,,COT,950.0,7.47,Bacharelado,M,Parda,26,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Trancada,,100,0,False
50052,CAX,Caxias - Bacharelado em Zootecnia,2014,1,2020-02-20,CON,860.0,7.73,Bacharelado,F,Parda,26,False,,0.0,False,Parentes,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Formado,,100,0,False
114130,MTC,Licenciatura em Química,2019,1,,CON,2000.0,7.96,Licenciatura,M,Branca,24,False,,,False,Pais,Ensino médio completo,Ensino superior completo,,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,98,2,False
51314,CAX,Caxias - Bacharelado em Ciência da Computação,2014,1,,CON,1454.0,6.53,Bacharelado,F,Parda,31,False,,0.0,False,Pais,Ensino médio completo,Ensino superior completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Trancada,,99,0,False
123778,SRM,GRADUAÇÃO EM AGRONOMIA,2020,1,,CON,500.0,6.94,Bacharelado,M,Parda,20,False,,0.0,False,Amigo(s),Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,89,6,False
110664,COD,Bacharelado em Agronomia,2019,1,,COT,954.0,7.75,Bacharelado,M,Parda,20,False,,0.0,False,Pais,Ensino fundamental incompleto,Alfabetizado,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Cancelado,,98,1,False
103940,CAX,Caxias - Licenciatura em Formação Pedagógica para Graduados não Licenciados,2018,2,,COT,1500.0,5.98,Licenciatura,F,Preta,32,False,,0.0,False,Parentes,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),1,Urbano,Trabalha com vínculo empregatício,Evasão,,100,2,False
69339,COD,Licenciatura em Ciências Agrárias,2016,1,,CON,400.0,6.21,Licenciatura,M,Parda,27,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino médio completo,0.0,Solteiro(a),0,Rural,Estágio ou bolsa,Trancada,,100,0,True
139419,SRM,SRM - Graduação em Zootecnia,2021,1,,CON,1054.0,8.79,Bacharelado,F,Parda,21,False,,,False,Pais,Ensino superior completo,Ensino fundamental incompleto,,Solteiro(a),0,Rural,Trabalho informal/Bico,Matriculado,,98,0,False
99804,CAX,Caxias - Licenciatura em Ciências Biológicas,2018,2,,COT,500.0,7.48,Licenciatura,F,Parda,23,False,,1.0,False,Sozinho,Não sei informar,Não conhece,,Solteiro(a),0,Urbano,Autônomo,Matriculado,,88,3,False
144960,CAX,Caxias - Bacharelado em Alimentos,2021,2,,CON,10.0,8.87,Bacharelado,F,Parda,19,False,,0.0,False,Pais,Alfabetizado,Não Estudou,1.0,Solteiro(a),0,Rural,Trabalhador rural/Agricultor,Matriculado,,94,0,False
85689,MTC,Licenciatura em Química EAD,2017,1,2022-05-04,,3200.0,8.63,Licenciatura,F,Parda,26,False,,1.0,False,Pais,Ensino superior completo,Ensino superior completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Formado,,100,0,False
63188,SRM,Curso Licenciatura em Ciências Biológicas - São R. Mangabeiras,2015,2,2019-07-05,COT,998.0,8.74,Licenciatura,F,Preta,25,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Trabalhador rural/Agricultor,Formado,,100,0,False
61244,MTC,Licenciatura em Matemática,2015,1,,CON,980.0,6.07,Licenciatura,M,Branca,29,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Matriculado,,96,0,False
151671,SIN,Bacharelado em Engenharia da Computação,2022,1,,COT,1612.0,0.0,Bacharelado,M,Parda,18,False,,,False,Amigo(s),Ensino fundamental completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,100,0,False
116569,ITZ,Licenciatura em Física - Imperatriz,2019,2,,CON,3772.0,7.89,Licenciatura,M,Parda,37,False,,0.0,False,Pais,Ensino fundamental completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Matriculado,,86,1,False
152024,ITZ,Bacharelado em Ciência da Computação Imperatriz,2022,1,,COT,1500.0,0.0,Bacharelado,M,Parda,19,False,,0.0,False,Mãe,Ensino superior incompleto,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
127254,CNT,Bacharelado em Administração,2020,1,,COT,250.0,4.62,Bacharelado,M,Parda,22,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Não está trabalhando,Matriculado,,80,3,False
115094,CAX,Caxias - Bacharelado em Zootecnia,2019,2,,COT,1789.85,1.91,Bacharelado,F,Parda,24,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino superior completo,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Jubilado,,86,7,False
154183,SJP,Licenciatura em Física,2022,1,,COT,120.0,0.0,Licenciatura,F,PARDA,18,False,,0.0,False,Sozinho,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Rural,Nunca trabalhou,Matriculado,,81,0,False
139862,ITZ,Bacharelado em Ciência da Computação Imperatriz,2021,1,,COT,2500.0,1.52,Bacharelado,M,Preta,36,False,,0.0,False,Sozinho,Ensino fundamental completo,Ensino fundamental completo,1.0,Solteiro(a),0,Urbano,Serviço público,Jubilado,,97,6,True
76714,CCH,Licenciatura em Artes Visuais,2017,1,,,8500.0,2.97,Licenciatura,M,Parda,23,False,,1.0,False,Parentes,Ensino superior completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,True
152961,BAC,Bacharelado em Administração,2022,1,,CON,1212.0,0.0,Bacharelado,M,Parda,17,False,,0.0,False,Parentes,Ensino superior completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
137538,SRM,SRM - Graduação em Zootecnia,2021,1,,COT,0.0,8.33,Bacharelado,F,Parda,19,False,,,False,Mãe,Ensino fundamental completo,Ensino fundamental completo,,Solteiro(a),0,Rural,Não está trabalhando,Matriculado,,97,0,False
113933,MTC,Licenciatura em Biologia,2019,1,,COT,1500.0,7.7,Licenciatura,F,Parda,22,False,,0.0,False,Mãe,Ensino superior completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Trancado Voluntariamente,,94,1,True
63355,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2015,1,2021-03-19,CON,200.0,8.43,Licenciatura,F,Parda,28,False,,0.0,False,Pais,Ensino fundamental incompleto,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Formado,,100,0,False
61217,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2013,2,2018-03-01,COT,0.0,8.76,Licenciatura,M,Parda,28,False,,0.0,False,Sozinho,Ensino médio completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Formado,,100,0,True
155202,ITZ,Bacharelado em Ciência da Computação Imperatriz,2022,1,,CON,7000.0,0.0,Bacharelado,M,Parda,18,False,,0.0,False,Pais,Ensino médio completo,Ensino superior completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,85,0,False
74022,ACA,Licenciatura em Química,2016,2,,CON,0.0,5.94,Licenciatura,M,Branca,28,False,,0.0,False,Mãe,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,97,0,False
69039,COD,Licenciatura em Matemática,2016,1,,CON,500.0,7.93,Licenciatura,M,Amarela,25,False,,0.0,False,Mãe,Ensino superior completo,Ensino fundamental completo,0.0,Solteiro(a),0,Urbano,Autônomo,Matriculado,,100,0,False
130400,MTC,Licenciatura em Química EAD,2020,1,,COT,0.0,0.0,Licenciatura,F,PRETA,31,False,,,False,Pais,Ensino fundamental incompleto,Ensino médio completo,,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Jubilado,,100,5,False
98457,ACA,Licenciatura em Química,2018,1,,CON,0.0,7.6,Licenciatura,M,Parda,22,False,,0.0,False,Amigo(s),Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Estágio ou bolsa,Matriculado,,93,6,True
144629,CNT,Bacharelado em Administração,2021,2,,COT,0.0,0.0,Bacharelado,M,Parda,19,False,,,False,Pais,Ensino médio completo,Ensino médio completo,,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,98,0,False
147101,MTC,Licenciatura em Biologia,2021,2,,CON,0.0,0.0,Licenciatura,M,PRETA,37,False,,,False,Cônjuge,Ensino médio completo,Ensino médio completo,,Casado(a),1,Urbano,Trabalha com vínculo empregatício,Matriculado,,68,0,False
146701,MTC,Licenciatura em Biologia,2021,1,,CON,0.0,0.0,Licenciatura,M,Parda,37,False,,,False,Cônjuge,Ensino médio completo,Ensino médio completo,,Casado(a),1,Urbano,Trabalha com vínculo empregatício,Cancelamento por Duplicidade,,100,0,False
137803,SRM,GRADUAÇÃO EM AGRONOMIA,2021,1,,CON,1033.0,8.5,Bacharelado,M,Parda,21,False,,,False,Tios,Ensino fundamental incompleto,Não Estudou,,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,98,0,False
83735,MTC,Engenharia Civil,2017,1,,COT,1150.0,8.46,Bacharelado,M,Branca,24,False,,0.0,False,Mãe,Ensino médio completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Não está trabalhando,Trancada,,99,0,False
74939,CAX,Caxias - Licenciatura em Ciências Biológicas,2016,2,,CON,5000.0,5.91,Licenciatura,M,Parda,59,False,,2.0,False,Cônjuge,Ensino fundamental completo,Ensino médio incompleto,1.0,Casado(a),2,Urbano,Autônomo,Cancelamento Compulsório,,99,1,False
110352,ITZ,Bacharelado em Ciência da Computação Imperatriz,2019,1,,CON,1500.0,6.47,Bacharelado,M,Branca,20,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,87,7,False
125518,COD,Licenciatura em Matemática,2020,1,,CON,400.0,8.71,Licenciatura,M,Parda,20,False,,0.0,False,Parentes,Ensino superior completo,Ensino fundamental incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,99,0,False
83539,MTC,Licenciatura em Química,2017,1,2021-06-23,COT,1800.0,8.34,Licenciatura,F,Parda,41,True,Outra razão,1.0,False,Cônjuge,Não Estudou,Não Estudou,0.0,Casado(a),2,Urbano,Não está trabalhando,Formado,,100,0,False
51348,COD,Bacharelado em Agronomia,2012,1,,CON,954.0,3.7,Bacharelado,M,Branca,29,False,,0.0,False,Mãe,Ensino superior completo,Ensino superior incompleto,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
153027,ZDC,Licenciatura em Matemática,2022,1,,COT,18.0,0.0,Licenciatura,M,Branca,18,False,,0.0,False,Parentes,Ensino médio completo,Ensino fundamental incompleto,0.0,Solteiro(a),0,Urbano,Não está trabalhando,Matriculado,,100,0,False
153366,MTC,Engenharia Elétrica Industrial,2022,1,,CON,900.0,0.0,Bacharelado,M,PARDA,18,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Cancelado,,100,0,False
103846,CAX,Caxias - Licenciatura em Formação Pedagógica para Graduados não Licenciados,2018,2,,CON,954.0,0.0,Licenciatura,F,Parda,46,False,,0.0,False,Outro,Ensino fundamental incompleto,Alfabetizado,1.0,Solteiro(a),1,Urbano,Trabalha com vínculo empregatício,Cancelado,,100,0,False
144265,BAR,Barreirinhas - Licenciatura em Ciências Biológicas,2021,2,,CON,2080.0,8.88,Licenciatura,F,Parda,21,False,,,False,Amigo(s),Alfabetizado,Alfabetizado,,Solteiro(a),0,Urbano,Nunca trabalhou,Matriculado,,100,0,False
69021,ITZ,Bacharelado em Ciência da Computação Imperatriz,2016,1,,,0.0,4.41,Bacharelado,M,Preta,44,False,,1.0,False,Sozinho,Ensino médio completo,Ensino superior incompleto,1.0,Solteiro(a),0,Urbano,Trabalha com vínculo empregatício,Trancada,,100,0,True
37769,ITZ,Bacharelado em Ciência da Computação Imperatriz,2013,1,,CON,0.0,4.93,Bacharelado,M,Branca,36,False,,1.0,False,Pais,Ensino fundamental completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Autônomo,Matriculado,,99,0,True
104136,CAX,Caxias - Licenciatura em Formação Pedagógica para Graduados não Licenciados,2018,2,,CON,5000.0,1.98,Licenciatura,F,Branca,51,False,,1.0,False,Sozinho,Ensino médio completo,Ensino médio completo,1.0,União Estável,1,Urbano,Serviço público,Matriculado,,100,14,True
114100,CAX,Caxias - Licenciatura em Pedagogia,2018,2,,CON,0.0,9.18,Licenciatura,F,Parda,44,False,,1.0,False,Cônjuge,Ensino fundamental incompleto,Ensino fundamental incompleto,1.0,Casado(a),3,Urbano,Nunca trabalhou,Matriculado,,100,0,False
